#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names and their genders, exported from the behindthename.com database.
# Wed, 24 Dec 2025 00:03:14 -0800
#
# name	gender
Darko	m
Darla	f
Darleen	f
Darlene	f
Darma	m
Darnell	m
Darragh	m
Darrel	m
Darrell	m
Darren	m
Darrin	m
Darryl	m
Darshan	m
Darshana	f
Dārta	f
D'Artagnan	m
Darwin	m
Dərya	fm
Darya	f
Daryawesh	m
Daryl	m
Daryn	m
Daryna	f
Daryush	m
Dáša	f
Daša	f
Dash	m
Dasha	f
Dasharatha	m
Dashawn	m
Dashiell	m
Dasoda-hae	m
Đạt	m
Dathan	m
Datu	m
Daud	m
Dauda	m
Daudi	m
Dauid	m
Däulet	m
Daumantas	m
Däuren	m
Davaa	mf
Dave	m
Davena	f
Daveth	m
Davey	m
Davi	m
Dávid	m
David	m
Davida	f
Davide	m
Dāvids	m
Davidŭ	m
Davie	m
Davin	m
Davina	f
Davinia	f
Davion	m
Dāvis	m
Davis	m
Davit	m
Davíð	m
Daviti	m
Davlat	m
Davon	m
Davonte	m
Davood	m
Davor	m
Davorin	m
Davorka	f
Davoud	m
Davron	m
Davud	m
Davy	m
Davyd	m
Daw	m
Dawa	mf
Dawid	m
Dawit	m
Dawn	f
Dawood	m
Dawson	m
Dawud	m
Dax	m
Daxton	m
Dayana	f
Dayaram	m
Dayna	f
Dayo	mf
Dayton	m
Dazbog	m
Dazhbog	m
Dazhdbog	m
Deacon	m
Deaglán	m
Dean	m
Deana	f
DeAndre	m
DeAngelo	m
Deann	f
Deanna	f
Deanne	f
Dearbháil	f
Dearbhla	f
Deasún	m
Deb	f
Debbi	f
Debbie	f
Debbora	f
Debby	f
Debdas	m
Debi	f
Débora	f
Debora	f
Déborah	f
Deborah	f
Debra	f
Decebal	m
December	f
Dechen	fm
Decima	f
Decimus	m
Décio	m
Decius	m
Declán	m
Declan	m
Dederick	m
Dedrick	m
Dee	fm
Deeann	f
Deedee	f
Deemer	m
Deena	f
Deep	m
Deepa	f
Deepak	m
Deepali	f
Deepika	f
Deepti	f
Defne	f
Deforest	m
Deforrest	m
Degataga	m
Dehgewanus	f
Deianeira	f
Deianira	f
Deidra	f
Deidre	f
Deimantė	f
Deimne	m
Deimos	m
Deina	f
Deiniol	m
Deion	m
Deiphobos	m
Deirbhile	f
Deirdre	f
Deise	f
Deisy	f
Deitra	f
Deividas	m
Deivids	m
Deja	f
Dejan	m
Dejana	f
Dejen	m
Dekel	m
Delaiah	m
Delaney	f
Delano	m
Delara	f
Delayahu	m
Delbert	m
Delfim	m
Delfín	m
Delfina	f
Delfino	m
Délia	f
Delia	f
Delice	f
Delicia	f
Delight	f
Delila	f
Delilah	f
Dell	mf
Della	f
Delma	f
Delmar	m
Delora	f
Delores	f
Deloris	f
Delphia	f
Delphina	f
Delphine	f
Delphinus	m
Delroy	m
Delshad	mf
Delta	f
Delwyn	m
Delyth	f
Dema	f
DeMarcus	m
DeMario	m
Demeas	m
Demelza	f
Demet	f
Demeter	fm
Demetra	f
Demetre	m
Demetria	f
Demétrio	m
Demetrio	m
Demetrios	m
Demetrius	m
Demi	f
Demian	m
Demid	m
Deming	m
Demir	m
Democritus	m
Demokritos	m
Demon	m
Demophon	m
Demosthenes	m
Demostrate	f
Demyan	m
Den	m
Dena	f
Denag	f
Dene	mf
Deneb	m
Dénes	m
Denholm	m
Denica	f
Denice	f
Deniece	f
Deniel	m
Dênis	m
Denis	m
Denisa	f
Denise	f
Deniss	m
Denisse	f
Denitsa	f
Deniz	fm
Dennis	m
Denny	m
Denton	m
Denver	mf
Denys	m
Denzel	m
Denzil	m
Deo	m
Déodat	m
Deodato	m
Deodatus	m
Deòiridh	f
Deolinda	f
Deon	m
Deonne	f
Deonte	m
Deòrsa	m
Deorwine	m
Derbáil	f
Derbiled	f
Derby	mf
Derdriu	f
Dereck	m
Derek	m
Derick	m
Derin	f
Dermid	m
Dermot	m
Deror	m
Derorit	f
Derren	m
Derrick	m
Derry	m
Derryl	m
Derval	f
Dervila	f
Derviş	m
Dervla	f
Derya	f
Deryck	m
Deryn	fm
Des	m
Desamparados	f
Desanka	f
Desdemona	f
Deshaun	m
Deshawn	m
Desi	mf
Desiderata	f
Desideratus	m
Desidéria	f
Desideria	f
Desidério	m
Desiderio	m
Desiderius	m
Desimir	m
Desirae	f
Désiré	m
Désirée	f
Desirée	f
Desiree	f
Desislav	m
Desislava	f
Desmond	m
Despina	f
Despoina	f
Dessie	m
Dessislava	f
Desta	fm
Destinee	f
Destiney	f
Destini	f
Destiny	f
Detlef	m
Detlev	m
Detta	f
Deusdedit	m
Dev	m
Devadas	m
Devaki	f
Devan	mf
Devante	m
Devaraj	m
Devaraja	m
Devdas	m
Deven	mf
Devereux	m
Devi	f
Devika	f
Devin	mf
Devnet	f
Devon	mf
Devontae	m
Devonte	m
Devora	f
Devorah	f
Devraj	m
Devrim	m
Devyn	fm
Dewayne	m
Dewey	m
Dewi	mf
Dewitt	m
Dewydd	m
Dex	m
Dexter	m
Deyan	m
Deysi	f
Dezba	f
Dezi	mf
Dezider	m
Dezideriu	m
Deziree	f
Dezirinda	f
Dezső	m
Dhananjay	m
Dharma	m
Dhaval	m
Dhimitër	m
Dhruv	m
Dhruva	m
Dhurata	f
Di	f
Diadoumenos	m
Diadumenian	m
Diadumenianus	m
Diadumenus	m
Diamanda	f
Diamantina	f
Diamantis	m
Diamanto	f
Diamond	f
Dian	mf
Diána	f
Diāna	f
Diana	f
Diane	f
Diann	f
Dianna	f
Dianne	f
Diantha	f
Diarmad	m
Diarmaid	m
Diarmait	m
Diarmuid	m
Dias	m
Dick	m
Dicun	m
Dídac	m
Didacus	m
Didem	f
Didi	m
Didier	m
Dido	f
Didrik	m
Diede	mf
Diederich	m
Diederick	m
Diederik	m
Diedrich	m
Diego	m
Diệp	fm
Dierk	m
Dieter	m
Dietfried	m
Diethard	m
Diethelm	m
Diether	m
Dietlind	f
Dietlinde	f
Dietmar	m
Dietrich	m
Diệu	fm
Dieudonné	m
Dieudonnée	f
Dieuwe	m
Dieuwer	mf
Dieuwert	m
Dieuwke	f
Digby	m
Diggory	m
Digna	f
Dihya	f
Diindiisi	fm
Dijana	f
Dike	f
Dikeledi	f
Dikla	mf
Diklah	m
Dikran	m
Diksha	f
Dilək	f
Dilan	f
Dilara	f
Dilay	f
Dilbert	m
Dileep	m
Dilek	f
Diletta	f
Dilip	m
Dilipa	m
Dillan	m
Dillon	m
Dılnaz	f
Dilnoza	f
Dilovar	m
Dilşad	fm
Dilshad	mf
Dilshod	m
Dilwen	f
Dilwyn	m
Dilys	f
Dima	fm
Dimas	m
Dimi	f
Dimitar	m
Dimitra	f
Dimitri	m
Dimitrie	m
Dimitrij	m
Dimitrije	m
Dimitrina	f
Dimitrinka	f
Dimitrios	m
Dimitris	m
Dimka	m
Dimo	m
Dimos	m
Dimosthenis	m
Dina	f
Diná	f
Dinah	f
Dinara	f
Dinesh	m
Dinesha	m
Đình	mf
Dinis	m
Diniz	m
Dinko	m
Dınmūhammed	m
Dino	m
Dinu	m
Diocles	m
Diocletian	m
Diocletianus	m
Diodato	m
Diodore	m
Diodoros	m
Diodorus	m
Diodotos	m
Diodotus	m
Diógenes	m
Diogenes	m
Diogo	m
Diokles	m
Diomedes	m
Diomid	m
Diomidis	m
Dion	m
Dione	f
Dionigi	m
Dionísia	f
Dionisia	f
Dionisie	m
Dionísio	m
Dionisio	m
Dionizy	m
Dionne	f
Dionysia	f
Dionysios	m
Dionysius	m
Dionysodoros	m
Dionysos	m
Dionysus	m
Dionýz	m
Dior	fm
Dioscorus	m
Diosdado	m
Dioskoros	m
Diot	f
Dip	m
Dipa	f
Dipak	m
Dipaka	m
Dipali	f
Dipika	f
Dipti	f
Dirce	f
Direnç	m
Dirk	m
Dirke	f
Dirkje	f
Discordia	f
Disha	f
Dismas	m
Dita	f
Ditlev	m
Ditte	f
Divina	f
Divino	m
Divna	f
Divya	f
Diwata	f
Dixie	f
Dixon	m
Diya	fm
Diyan	m
Dîyar	mf
Diyar	mf
Dizzy	m
Djamel	m
Djamila	f
Djan	m
Django	m
Djedefre	m
Djehuti	m
Djehutimesu	m
Djehutimose	m
Djene	f
Djhan	m
Djibril	m
Djihan	m
Djôr	m
Djordje	m
Djoser	m
Djuradj	m
Djuradja	f
Djuro	m
Dmitar	m
Dmitri	m
Dmitrii	m
Dmitrijs	m
Dmitriy	m
Dmitry	m
Dmytro	m
Doaa	f
Dobrawa	f
Dobri	m
Dobrica	m
Dobrila	f
Dobrilo	m
Dobrivoje	m
Dobrogost	m
Dobrogostŭ	m
Dobromil	m
Dobromił	m
Dobromiła	f
Dobromila	f
Dobromilŭ	m
Dobroslav	m
Dobroslava	f
Dobroslavŭ	m
Dobrosław	m
Dobrosława	f
Dobrovojĭ	m
Docia	f
Dodie	f
Doğa	fm
Doğukan	m
Do-hyeon	m
Doina	f
Doireann	f
Doirend	f
Dölf	m
Dölgöön	mf
Dollie	f
Dolly	f
Dolores	f
Dolors	f
Dolph	m
Dom	m
Domagoj	m
Domantas	m
Domantė	f
Domas	m
Domen	m
Domenic	m
Domenica	f
Domenico	m
Dòmhnall	m
Domhnall	m
Dominador	m
Dominga	f
Domingo	m
Domingos	m
Dominic	m
Dominica	f
Dominick	m
Dominicus	m
Dominik	m
Dominika	f
Dominiks	m
Dominique	fm
Dominykas	m
Domitia	f
Domitian	m
Domitianus	m
Domitila	f
Domitilla	f
Domitille	f
Domitius	m
Domna	f
Domnall	m
Domnica	f
Domnicus	m
Domnika	f
Domnina	f
Domninus	m
Domnius	m
Domnus	m
Domonkos	m
Dömötör	m
Dôn	f
Don	m
Dona	f
Donaciano	m
Donagh	m
Dónal	m
Donal	m
Donald	m
Donalda	f
Donaldina	f
Donar	m
Donát	m
Donat	m
Donata	f
Donatas	m
Donatella	f
Donatello	m
Donatianus	m
Donatien	m
Donatienne	f
Donato	m
Donāts	m
Donatus	m
Doncho	m
Dončo	m
Döndü	f
Donella	f
Donelle	f
Dong	m
Dong-geun	m
Dong-hyeon	m
Dong-hyun	m
Donika	f
Donka	f
Donna	f
Donnacha	m
Donncha	m
Donnchad	m
Donnchadh	m
Donndubán	m
Donnie	m
Donny	m
Donovan	m
Donte	m
Dor	mf
Dóra	f
Dora	f
Doran	m
Dorcas	f
Đorđe	m
Dorean	f
Doreen	f
Dorel	m
Dores	f
Dorete	f
Doretta	f
Dorgomirŭ	m
Dorgoslavŭ	m
Dori	m
Doria	f
Dorián	m
Dorian	m
Doriana	f
Doriane	f
Doriano	m
Dorijan	m
Dorin	m
Dorina	f
Dorinda	f
Dorine	f
Dorinel	m
Dóris	f
Doris	f
Dorit	f
Dorita	f
Dorji	fm
Dorka	f
Dorkas	f
Dornröschen	f
Dorofei	m
Dorofey	m
Doron	m
Dorota	f
Dorotea	f
Dorotéia	f
Doroteia	f
Dorotėja	f
Doroteja	f
Doroteo	m
Doroteya	f
Dorothea	f
Dorothée	f
Dorothee	f
Dorotheos	m
Dorotheus	m
Dorothy	f
Dorottya	f
Dorris	f
Dorrit	f
Dorte	f
Dortha	f
Dörthe	f
Dorthe	f
Dorthea	f
Dorthy	f
Doru	m
Doruk	m
Dory	f
Dosia	f
Dosifey	m
Dositej	m
Dositheos	m
Dositheus	m
Dos-teh-seh	f
Dot	f
Dottie	f
Dotty	f
Doubravka	f
Doug	m
Dougal	m
Dougie	m
Douglas	m
Douglass	m
Dounia	f
Dov	m
Dove	f
Dovid	m
Dovilas	m
Dovilė	f
Dovydas	m
Döwlet	m
Döwran	m
Doyle	m
Do-yun	m
Draco	m
Dracula	m
Draga	f
Dragan	m
Dragana	f
Dragica	f
Dragiša	m
Drago	m
Dragoljub	m
Dragomir	m
Dragos	m
Dragoș	m
Dragoslav	m
Dragoslava	f
Dragutin	m
Draha	f
Drahomír	m
Drahomíra	f
Drahoslav	m
Drahoslava	f
Drahuše	f
Drake	m
Drakon	m
Draško	m
Draupadi	f
Draven	m
Draža	m
Dražen	m
Draženka	f
Dre	m
Drea	f
Dream	f
Dreda	f
Dren	m
Drest	m
Drew	mf
Dries	m
Drika	f
Drina	f
Driscoll	m
Drishti	f
Driskoll	m
Driss	m
Drita	f
Dritan	m
Drogo	m
Dror	m
Drorit	f
Drousilla	f
Dru	mf
Drummond	m
Drupada	m
Drusa	f
Drusilla	f
Drust	m
Drustan	m
Drusus	m
Drystan	m
Du	m
Dua	f
Duaa	f
Duana	f
Duane	m
Duarte	m
Dubaku	mf
Dubán	m
Dubgall	m
Dubhán	m
Dubhghall	m
Dùbhghlas	m
Dubhshláine	m
Dubravka	f
Dubravko	m
Dubthach	m
Đớc	m
Duda	mf
Dudda	m
Dudel	m
Dudley	m
Dudu	m
Duff	m
Dugald	m
Duha	fm
Duilio	m
Duilius	m
Dujam	m
Duje	m
Duke	m
Dukvakha	m
Dulce	f
Dulce María	f
Dulcibella	f
Dulcie	f
Dulcinea	f
Dulf	m
Dumi	m
Dumisani	m
Dumitra	f
Dumitrița	f
Dumitru	m
Dumnorix	m
Dumuzi	m
Dumuzid	m
Duncan	m
Dũng	m
Dung	f
Dunja	f
Dunstan	m
Dunya	f
Dunyasha	f
Dương	mf
Đurađ	m
Đurađa	f
Durai	m
Durans	m
Durante	m
Đurđa	f
Đurđica	f
Durdona	f
Durdy	m
Durga	fm
Duri	fm
Durk	m
Đuro	m
Dursun	m
Duru	f
Durward	m
Duryodhana	m
Dušan	m
Dušana	f
Dušanka	f
Dushyant	m
Dushyanta	m
Dušica	f
Duško	m
Dustin	m
Dusty	mf
Dutch	m
Duuk	m
Duy	m
Duyên	f
Duyğu	f
Duygu	f
Dvora	f
Dvorah	f
Dwain	m
Dwaine	m
Dwayne	m
Dwi	mf
Dwight	m
Dyan	f
Dyaus	m
Dyaus Pita	m
Dye	f
Dylan	m
Dylis	f
Dymitr	m
Dymphna	f
Dympna	f
Dyson	m
Džafer	m
Džan	m
Džana	f
Džejla	f
Džejlana	f
Dženan	m
Dženita	f
Dżesika	f
Dzhabrail	m
Dzhamal	m
Dzhamilya	f
Dzhokhar	m
Dzianis	m
Dzidra	f
Dzidris	m
Dzintars	m
Dzintra	f
Dzmitry	m
Dzsenifer	f
Dzsesszika	f
Dzvezda	f
Dzvezdan	m
Dzvonimir	m
Dzvonko	m
Ea	mf
Éabha	f
Eachann	m
Eadán	f
Éadaoin	f
Eadberht	m
Eadbhárd	m
Eadburg	f
Eadburga	f
Eadgar	m
Eadgifu	f
Eadgyð	f
Eadmund	m
Eadræd	m
Eadred	m
Eadric	m
Eadwald	m
Eadweard	m
Eadwig	m
Eadwine	m
Eadwulf	m
Éala	f
Ealar	m
Ealasaid	f
Ealdberht	m
Ealdgyð	f
Ealdhelm	m
Ealdræd	m
Ealdwine	m
Ealhhere	m
Ealhstan	m
Ealhswiþ	f
Ealisaid	f
Éamon	m
Eamon	m
Éamonn	m
Ean	m
Éanna	m
Eanraig	m
Eardwulf	m
Earl	m
Earle	m
Earleen	f
Earlene	f
Earline	f
Earnest	m
Earnestine	f
Eartha	f
Easter	f
Eastmund	m
Easton	m
Eavan	f
Ebba	f
Ebbe	m
'Ebdulla	m
'Ebdulrehman	m
Ebele	f
Eben	m
Ebenezer	m
Éber	m
Eber	m
Eberardo	m
Ebere	f
Eberhard	m
Eberolt	m
Eberulf	m
Eberwin	m
Eboni	f
Ebony	f
Ebrahim	m
Ebrar	fm
Ebrima	m
Ebru	f
Ebu Bekir	m
Ebubekir	m
Ebuka	m
Ecaterina	f
Ece	f
Ecgberht	m
Echdonn	m
Echidna	f
Echo	f
Echthigern	m
Eckart	m
Eckbert	m
Eckehard	m
Eckhard	m
Eckhart	m
Ecrin	f
Ed	m
Eda	f
Edan	m
Edana	f
Edanur	f
Edd	m
Edda	f
Eddie	mf
Eddy	m
Ede	m
Edel	f
Edelgard	f
Edelmira	f
Edelmiro	m
Edeltraud	f
Edeltraut	f
Eden	fm
Eder	m
Ederne	f
Édgar	m
Edgar	m
Edgaras	m
Edgard	m
Edgardo	m
Edgars	m
Edi	m
Edie	f
Edijs	m
Edik	m
Edilene	f
Edílson	m
Edin	m
Edina	f
Édison	m
Edison	m
Edit	f
Edita	f
Edīte	f
Edite	f
Édith	f
Edith	f
Editha	f
Edivaldo	m
Ediz	m
Edlira	f
Edmao	m
Edmé	m
Edmée	f
Edmílson	m
Edmond	m
Edmonda	f
Edmonde	f
Edmondo	m
Edmund	m
Edmundas	m
Edmundo	m
Edmunds	m
'Edna	f
Edna	f
Edoardo	m
Edom	m
Edorta	m
Édouard	m
Edric	m
Edsel	m
Edson	m
Edu	m
Eduárd	m
Eduard	m
Eduarda	f
Eduardas	m
Eduardo	m
Eduards	m
Eduart	m
Edur	m
Edurne	f
Edvaldo	m
Edvárd	m
Edvard	m
Edvardas	m
Edvards	m
Edvige	f
Edvin	m
Edvinas	m
Edvīns	m
Edward	m
Edweena	f
Edwena	f
Edwige	f
Edwin	m
Edwina	f
Edwyn	m
Edwyna	f
Edyta	f
Edytha	f
Edythe	f
Eef	mf
Eefje	f
Eeli	m
Eelis	m
Eemeli	m
Eemi	m
Eemil	m
Eerik	m
Eerika	f
Eerikki	m
Eero	m
Eesa	m
Eetu	m
Eeva	f
Eevi	f
Eeyore	m
Efa	f
Efe	mf
Efemena	mf
Effie	f
Effimia	f
Effrosyni	f
Efigénia	f
Efigênia	f
Efigenia	f
Efisio	m
Efnan	f
Efpraxia	f
Efraim	m
Efraín	m
Efrat	f
'Efrayim	m
Efrem	m
Efrén	m
Efstathia	f
Efstathios	m
Efstratios	m
Efterpi	f
Efthalia	f
Efthimia	f
Efthimios	m
Efthymia	f
Efthymios	m
Eftychia	f
Efua	f
Egbert	m
Ege	m
Egemen	m
Egidijus	m
Egídio	m
Egidio	m
Egil	m
Egilhard	m
Egill	m
Egilmar	m
Egils	m
Egino	m
Églantine	f
Eglantine	f
Eglė	f
Egnatius	m
Egon	m
Egor	m
Eguzki	m
Eguzkiñe	f
Egypt	fm
Egzon	m
Egzona	f
Eha	f
Ehab	m
Ehecatl	m
Ehmed	m
Ehmet	m
Ehsan	m
Ehud	m
Éibhear	m
Éibhir	m
Èibhlin	f
Eibhlín	f
Eideard	m
Eidel	f
Eiden	m
Eider	f
Eifion	m
Eigyr	f
Eija	f
Eiji	m
Eike	mf
Eiko	f
Eila	f
Eileen	f
Eileifr	m
Eileithyia	f
Eilert	m
Eilidh	f
Eilionoir	f
Eilís	f
Eilish	f
Eilon	m
Eilonwy	f
Eiluned	f
Eilwen	f
Eimantas	m
Eimantė	f
Eimear	f
Éimhear	f
Éimhín	m
Eimhir	f
Einar	m
Einarr	m
Einārs	m
Eindride	m
Eindriði	m
Eine	f
Eini	f
Einion	m
Eino	m
Einrí	m
Eir	f
Eira	f
Éireamhón	m
Éireann	f
Eireen	f
Eirenaios	m
Eirene	f
Eirian	fm
Eirik	m
Eiríkr	m
Eiríkur	m
Eirini	f
Eirlys	f
Eirwen	f
Eirwyn	m
Eitan	m
Eithan	m
Eithne	f
Eivind	m
Eivor	f
Eižens	m
Ejder	m
Ejike	m
Ejiro	mf
Ejiroghene	mf
Ejvind	m
Eka	mf
Ekain	m
Ekaitz	m
Ekaterina	f
Ekaterine	f
Ekaterini	f
Ekber	m
Ekene	mf
Ekenedilichukwu	mf
Ekewaka	m
Ekhi	m
Eki	m
Ekin	fm
Ekkebert	m
Ekkehard	m
Ekkehardt	m
Eko	mf
Ekrem	m
Ekua	f
Ekundayo	fm
Ekwueme	m
El	m
Ela	fm
Eladia	f
Eladio	m
Elagabalus	m
Elah	m
Elaheh	f
Elaia	f
Elain	f
Elaina	f
Elaine	f
Elam	m
Elanor	f
Elanur	f
Elara	f
Elay	f
'El'azar	m
Elazar	m
Elba	f
Elbert	m
Elbio	m
Elcan	m
Elchanan	m
Elchin	m
Elçin	m
Elda	f
Eldad	m
Eldar	m
Eldbjørg	f
Elder	m
Eldon	m
Eldor	m
Eldos	m
Eldred	m
Elea	f
Eleanor	f
Eleanora	f
Eleanore	f
Eleazar	m
Electra	f
Eleftheria	f
Eleftherios	m
Elek	m
Elektra	f
Elemér	m
Elen	f
Éléna	f
Elēna	f
Elena	f
Elene	f
Eleni	f
Elenora	f
Eleonoora	f
Eleonor	f
Eleonóra	f
Eleonora	f
Éléonore	f
Eleonore	f
Eleri	f
Elettra	f
Eleutério	m
Eleuterio	m
Eleutherios	m
Eleutherius	m
Elfa	f
Elfi	f
Elfleda	f
Elfreda	f
Elfrida	f
Elfrieda	f
Elfriede	f
Elgün	m
Elham	f
Elhanan	m
'Elî	m
Eli	mf
Élia	f
Èlia	f
Elia	mf
Eliab	m
Eliah	m
Eliakim	m
Eliam	m
Elián	m
Elian	mf
Eliana	f
Éliane	f
Eliane	f
Elianna	f
Éliás	m
Elías	m
Eliáš	m
Elias	m
Eliasz	m
Eliav	m
Elicia	f
Élida	f
Elide	f
Elidi	f
Élie	m
Eliel	m
Éliette	f
'Eli'ezer	m
Eliezer	m
Elif	f
'Elifalet	m
'Elifelet	m
Eligia	f
Eligio	m
Eligius	m
Eligiusz	m
Elihu	m
Eliina	f
Eliisa	f
Eliisabet	f
Eliise	f
Elija	f
Elijah	m
Elijas	m
Elikapeka	f
Elil	m
Elín	f
Elin	f
Elīna	f
Elina	f
Eline	f
Elinor	f
Élio	m
Elio	m
Eliodoro	m
Elioenai	m
Elior	m
Eliora	f
Eliot	m
Eliott	m
Eliou	m
Elioud	m
Eliphalet	m
Eliphelet	m
Elis	m
Elísa	f
Elisa	f
Elisabed	f
Elísabet	f
Elisabet	f
Elisabeta	f
Elisabete	f
Élisabeth	f
Elisabeth	f
Elisabetĭ	f
Elisabetta	f
Elisaie	m
Elisângela	f
Elisavet	f
Elisaveta	f
Élise	f
Elise	f
Elisedd	m
Élisée	m
Elisei	m
Elisenda	f
Eliseo	m
Eliseu	m
Eliseus	m
Elisey	m
Elisha	mf
Elisheba	f
Elisheva	f
Elishua	m
Elisie	m
Eliška	f
Eliso	f
Elissa	f
Elita	f
Eliud	m
Elixabete	f
Eliya	m
Eliyahu	m
'Eliyyahu	m
Elīza	f
Eliza	f
Elizabet	f
Elizabeta	f
Elizabete	f
Elizabeth	f
Elizângela	f
Elizaveta	f
Eljas	m
Elkan	m
Elkanah	m
Elke	f
Ella	f
Ellanher	m
Ellar	m
Elle	f
Ellen	f
Ellena	f
Ellery	mf
Elli	f
Elliana	f
Ellianna	f
Ellie	f
Ellil	m
Ellington	fm
Ellinor	f
Elliot	mf
Elliott	mf
Ellis	mf
Elly	f
Elma	f
Elmar	m
Elmārs	m
Elmas	f
Elmer	m
Elmir	m
Elmira	f
Elmo	m
Elna	f
Elnarə	f
'Elnatan	m
Elnathan	m
Elnora	f
Elnur	m
Elo	f
Elodia	f
Élodie	f
Elodie	f
Elof	m
Éloi	m
Eloi	m
Eloísa	f
Eloisa	f
Éloïse	f
Eloise	f
Elon	m
Elona	f
Elora	f
Elouan	m
Elouise	f
Elov	m
Elowen	f
Elowyn	f
Eloy	m
Elphaba	f
Elpida	f
Elpídio	m
Elpidio	m
Elpidios	m
Elpidius	m
Elpis	f
'Elqana	m
Elric	m
Elroi	m
Elrond	m
Elroy	m
Els	f
Elsa	f
Elsabeth	f
Elşad	m
Elşən	m
Elsbeth	f
Elsdon	m
Else	f
Elsebeth	f
Elsi	f
Elsie	f
Elsje	f
Elske	f
Elspet	f
Elspeth	f
Elsy	f
Elton	m
Eluf	m
Eluned	f
Eluney	fm
Elva	f
Elvan	fm
Elvar	m
Elvi	f
Elvia	f
Elviira	f
Elvin	m
Elvina	f
Elvio	m
Elvīra	f
Elvira	f
Elvire	f
Elvis	m
Elvy	f
Elwin	m
Elwira	f
Elwood	m
Elwyn	m
Elxan	m
Ely	m
Elya	f
'Elyaqim	m
Elyo	m
'Elyo'enai	m
Elyse	f
Elysia	f
Elyzabeth	f
Elza	f
Elžbieta	f
Elżbieta	f
Elzė	f
Em	f
Ema	f
Emad	m
Emalee	f
Eman	f
Emanoil	m
Emánuel	m
Emanuel	m
Emanuela	f
Emanuele	m
Emanuil	m
Ember	f
Emberly	f
Emberlynn	f
Embla	f
Emeka	m
Emel	f
Emelia	f
Emelie	f
Emelina	f
Émeline	f
Emely	f
Emem	mf
Emer	f
Emerald	f
Emerens	m
Emerentius	m
Émeric	m
Emerie	f
Emerson	mf
Emersyn	f
Emery	mf
Emese	f
Emeterio	m
Emeterius	m
Emi	f
Emidio	m
Emiel	m
Emigdia	f
Emigdio	m
Emiko	f
Emil	m
Émile	m
Emile	m
Emilee	f
Emili	mf
Emília	f
Emilía	f
Emilia	f
Emilian	m
Emiliana	f
Emiliano	m
Émilie	f
Emílie	f
Emilie	f
Émilien	m
Émilienne	f
Emiliia	f
Emīlija	f
Emilija	f
Emílio	m
Emilio	m
Emilios	m
Emilis	m
Emiliya	f
Emiliyan	m
Emīls	m
Emily	f
Emin	m
Emina	f
Emine	f
Emir	m
Emira	f
Emirhan	m
Emlyn	m
Emma	f
Emmaline	f
Emmalyn	f
Emmanouel	m
Emmanouil	m
Emmanuel	m
Emmanuele	m
Emmanuelle	f
Emmanuhel	m
Emmanuil	m
Emmeline	f
Emmerich	m
Emmerson	mf
Emmet	m
Emmett	m
Emmi	f
Emmie	f
Emmitt	m
Emmy	f
Emmylou	f
Emna	f
Emőke	f
Emory	mf
Empedocles	m
Empedokles	m
Emperatriz	f
Emrah	m
Emre	m
Emrik	m
Emrys	m
Emy	f
Emygdius	m
Emyr	m
Ena	f
Enaitz	m
Enam	m
Enara	f
Enas	f
Encarna	f
Encarnación	f
Encarni	f
Encarnita	f
Enda	m
Endang	f
Endel	m
Endelienta	f
Endellion	f
Ender	m
Endika	m
Endla	f
Endre	m
Endrit	m
Endymion	m
Endzela	f
Ene	f
Enea	m
Enéas	m
Enedina	f
Eneida	f
Enej	m
Eneko	m
Enes	m
Enfys	f
Engel	mf
Engelbert	m
Engilram	m
Engin	m
Engla	f
Engrácia	f
Engracia	f
Engratia	f
Enguerran	m
Enheduanna	f
Enid	f
Enide	f
Enija	f
Enikő	f
Eniola	fm
Enis	m
Enisa	f
Enise	f
Enitan	mf
Enkh	mf
Enkhjargal	f
Enkhtuya	f
Enki	m
Enkidu	m
Enlai	m
Enlil	m
Enn	m
Énna	m
Énnae	m
Enni	f
Enniaun	m
Ennio	m
Ennis	m
Ennius	m
Enobarbus	m
Enoch	m
Enock	m
Enok	m
Enola	f
Enoque	m
Enora	f
Enos	m
Enosh	m
Enric	m
Enrica	f
Enrichetta	f
Enrico	m
Enrique	m
Enriqueta	f
Ensar	m
Ensio	m
Enu	mf
Enver	m
Enya	f
Enyinnaya	m
Enyo	f
Enyonam	f
Enza	f
Enzo	m
Enzokuhle	mf
Eochaid	m
Eochaidh	m
Eoforheard	m
Eoforhild	f
Eoforwine	m
Eógan	m
Eoghan	m
Eòghann	m
Eòin	m
Eoin	m
Eormenhild	f
Eos	f
Éowyn	f
Epaphos	m
Epaphras	m
Epaphroditos	m
Epaphroditus	m
Epaphus	m
Ephesius	m
Ephraim	m
Ephrath	f
Ephrem	m
Epicrates	m
Epicurus	m
Epifanía	f
Epifania	f
Epifanio	m
Epikouros	m
Epikrates	m
Epiktesis	f
Epiktetos	m
Epimetheus	m
Epiphaneia	f
Epiphanes	m
Epiphanios	m
Epiphanius	m
Epiphany	f
Episteme	f
Epistimi	f
Epona	f
Éponine	f
Eponine	f
Eppie	f
Epponina	f
Era	f
Eraldo	m
Eran	m
Erasmo	m
Erasmos	m
Erasmus	m
Erast	m
Erastos	m
Erastus	m
Erasyl	m
Erato	f
Eratosthenes	m
Erazem	m
Erbol	m
